officename,pincode
Sultanpora Kandi PDC,193101
Hardushiva PDC,193201
Hathlangoo PDC,193201
Seelu PDC,193201
Tujar PDC,193201
Watlab PDC,193201
Zaloora PDC,193201
Seer PDC,193201
Sangrama PDC,193201
Gugloosa PDC,193224
Kakroosa PDC,193224
Panzgam PDC,193224
Garkote PDC,193123
Kamalkote PDC,193123
Talhar PDC,181131
Smailpur PDC,181133
Kirpind PDC,181101
Badyal Brahmna PDC,181102
Chandu Chak PDC,181102
Chohala PDC,181102
Satrayan PDC,181102
Shamka PDC,181102
Sumb PDC,184121
Ambaran PDC,181201
Bala PDC,181201
Brui PDC,181201
Gandharwan PDC,181201
Sungal PDC,181201
Gharota PDC,181122
Rabta PDC,181122
Sarote PDC,181122
Seri Panditan PDC,181122
Sadhoti PDC,185154
Garkhal PDC,181206
Misriwala PDC,181206
Panjgrain PDC,181221
Hamirpur Sidhar PDC,181203
Nathal PDC,181203
Nikkian PDC,181203
Duggan PDC,184206
Barnote PDC,184143
Flote PDC,184143
Jasrota PDC,184143
Palli PDC,184143
Bhoond PDC,184201
Draman PDC,184201
Plahi PDC,184201
Plassy PDC,184201
Barotta PDC,184203
Badnota PDC,184204
Dinga Amb PDC,184144
Prangoli PDC,184144
Said PDC,184141
Kharote PDC,184102
Karanwara PDC,184202
Raipur PDC,184202
Janglote PDC,184104
Dhamma PDC,184205
Sundla PDC,184205
Thial PDC,184205
Chakra PDC,184148
Haripur Patil PDC,184148
Marheen PDC,184148
SAILNA PDC,184210
Durbuk PDC,194101
Faing PDC,194101
CHUCHOT SHAMMA PDC,194104
Horzey PDC,194101
Ney PDC,194107
CHOSKORE PDC,194103
Hunder PDC,194401
Tiger Sumur PDC,194401
Bhimbat PDC,194102
Mushkoo PDC,194102
Batalik PDC,194103
Karkitchoo PDC,194103
Lamayuru PDC,194106
Bodhkharboo PDC,194109
Shakar PDC,194109
CHA-LUNGNAK PDC,194302
ABRAN PDC,194302
Hemiya PDC,194202
Shara PDC,194201
KARZOK PDC,194202
Dehri Ralyote PDC,185131
Gambir Brahmana PDC,185131
Bathuni PDC,185131
Sehar PDC,185155
Chana Shikari PDC,185233
Chowkian PDC,185135
Harni PDC,185211
Mankot PDC,185211
Prat PDC,185211
Dalhori PDC,185132
Dharsakri PDC,185132
Gunni PDC,185132
Palma PDC,185132
Peeri PDC,185132
Ujjan PDC,185234
Potha PDC,185202
Sair PDC,185202
Bharore PDC,185156
Thichka PDC,185156
Chella Dhangri PDC,185102
Fatehpur PDC,185102
Sawjian PDC,185102
Gagrote PDC,185151
Kheri PDC,185151
Bandi Chichian PDC,185101
Jhulas PDC,185101
Magnar PDC,185101
Kirni PDC,185101
Draba PDC,185121
Fazalabad PDC,185121
Gursai Mohri PDC,185121
Seri Khawaja PDC,185121
Chak Mathani PDC,185201
Dharamsal PDC,185201
Panjah PDC,185201
Kotchalwal PDC,185201
Patrara PDC,185153
Same PDC,185212
Shadhra Sharif PDC,185212
Rehtal PDC,185133
Chakilpora PDC,192201
Shangas PDC,192201
Utersoo PDC,192201
Hef Shermal PDC,192305
Barsoo PDC,192122
Chandhara PDC,192122
Gairoo PDC,192122
Gouripora PDC,192122
Chitragam PDC,192124
Digripora PDC,192124
Krandigam PDC,192124
Shalgam PDC,192124
Qaimoh PDC,192124
Manzgam PDC,192233
Nasnoor PDC,192233
Ahagam PDC,192302
Klampora PDC,193306
Sumboora PDC,192304
Danipora PDC,192202
Larnoo PDC,192202
Nowbug PDC,192202
Vandevalgam PDC,192202
Akhal PDC,192231
Ashmuji PDC,192231
Devsar PDC,192231
Kanipora PDC,192231
Kapran PDC,192231
Pahaloo PDC,192231
Ratnipora PDC,192231
Akura PDC,192125
Inder PDC,192301
Newa PDC,192301
Shale Tokna PDC,192301
Panzeth PDC,192221
Vesshu PDC,192221
Hapatnar PDC,192129
Khayar PDC,192129
Nadigam PDC,192303
Tankiya Sahib PDC,192303
Dalseer PDC,192401
Kharam PDC,192401
Mohind PDC,192401
Sirhama PDC,192401
Wallarhama PDC,192401
Satura PDC,192123
Bonagand PDC,192212
Bugam PDC,192232
Khigogipora PDC,192232
Noonmai PDC,192232
Kralpora PDC,190019
Lalpora PDC,193411
Poshkar PDC,193411
Shonglipora PDC,193411
Zugu Khyran PDC,193411
Lassipora PDC,193411
Arigam PDC,191111
Jawalapora PDC,191111
Bandipora PDC,191113
Chattergam PDC,191113
Hayatpora PDC,191113
Nagam PDC,191113
R N Hall PDC,191113
Wathura PDC,191113
Hardudalwan PDC,191112
Nuner PDC,191201
Shuhama PDC,190006
Ludhoo PDC,191103
Zantrag PDC,191103
Aripanthan PDC,193401
Narbal PDC,193401
Anchar PDC,190011
Khanda PDC,192121
Nehama PDC,192121
Balhama PDC,191101
Gund Hassibhat PDC,190017
Ferozpora PDC,193402
Hardichhloo PDC,193402
Hariwatnoo PDC,193402
Sehpora PDC,191131
Shallabugh PDC,191131
Theru PDC,191131
Yangoora PDC,191131
Mulgam PDC,193404
Dhobiwan PDC,193404
KASHIRAH PDC,182101
Dhannore PDC,182313
Kainthi PDC,182313
Chareel PDC,182146
NOWGAM PDC,182146
Thopal PDC,182143
Tringla PDC,182143
Katyara PDC,182222
Kainthi PDC,182148
Dhanas PDC,182141
Pakhlai PDC,182141
Samroli PDC,182141
Bajarni PDC,182202
Dashnan PDC,182202
Dessa PDC,182202
Bhart PDC,182129
Malhar PDC,182121
Johnu PDC,182124
Sermanjla PDC,182124
Goha PDC,182201
Dool PDC,182204
Galhar PDC,182204
Sharanwan PDC,182130
Kither PDC,182132
Palali PDC,182138
Kidru PDC,182143
Karlah PDC,182142
Sangote PDC,182142
Balamatkot PDC,182315
Deval PDC,182315
Saldhar PDC,182127
Dudoo PDC,182128
Mongri PDC,182125
Mugal Maidan PDC,182205
Sigdi PDC,182205
Rinaie PDC,182135
Dadoa PDC,185203
Khairlair PDC,185203
Ransoo PDC,185203
Dhiari PDC,182122
Jandrari PDC,182122
Marta PDC,182122
Rang PDC,182122
Mari PDC,182311
Barerian PDC,182126
Dhosa PDC,182203
Jakyas PDC,182203
Malanoo PDC,182203
Tipri PDC,182131
Bhalra PDC,182221
GAJOTH PDC,182221
Ghatiali PDC,827010
Jaridih PDC,827010
Sibandih PDC,827010
Barmasia PDC,828134
Kumirdoba PDC,828134
Badhadih PDC,827013
Nawdiha PDC,828134
Bagula PDC,828134
Barajore PDC,828134
Batbinore PDC,827013
Jamagoria PDC,827013
Pindrajora PDC,827013
Satanpur PDC,827013
TUPRA PDC,827013
GOPALPUR PDC,827013
KAMALDIH PDC,827013
Belunja PDC,827013
Madhunia PDC,827013
Arajoo PDC,829301
Chando PDC,829301
Gangjori PDC,829301
Pathuria PDC,829301
Bagda PDC,827302
Bhaski PDC,827302
Pirgul PDC,827302
Garri PDC,829115
Gumanjara PDC,827302
Ramakunda PDC,828306
Kharkharee PDC,828125
Maheshpur PDC,828125
Gharbar PDC,828201
Salukchapra PDC,828201
Karmatand PDC,828201
Mahal PDC,828303
Bowakalan PDC,828104
CHARAK PDC,828142
Fatehpur PDC,828109
G Raghunathpur PDC,828109
Nagarkiary PDC,828109
Purnadih PDC,828142
RUPAN PDC,828109
BARWATANR PDC,828109
BARIO PDC,828109
Kankomath PDC,828113
Panjania PDC,826006
Roam PDC,828113
FATAMAHUL PDC,828113
Tisra PDC,828115
Rajpura PDC,828203
Bara Putki PDC,828116
Madhuban PDC,828131
Rampur PDC,828304
Ramnagar Garh PDC,828305
Karitand PDC,828129
Kesarkural PDC,828204
BHURKUNRABARI PDC,828204
MADANDI PDC,828205
Brahmandiha PDC,828402
LOKBAD PDC,828402
Duadatanr PDC,828142
Nawatanr PDC,828142
Barain PDC,825322
Kushmarja PDC,825322
Luppi PDC,815312
Mundro PDC,815312
Sonardih PDC,815312
Karharbari PDC,815311
KAC PDC,829107
Chino PDC,825106
Jamtara PDC,825106
Ahrae PDC,815313
Burhiadih PDC,815302
Chaitadih PDC,815302
Udnabad PDC,815302
Bharkatta PDC,815302
Hossir PDC,829111
Kharki PDC,829112
Penk PDC,829112
MUNGA RANGAMATI PDC,829112
Barmasia PDC,825167
Poraiya PDC,825167
Bati PDC,815318
Dumma PDC,815318
Chatro PDC,815314
Machchali PDC,815314
Mandro PDC,815314
Bhatuakura (Tola Gurarbaj) PDC,815314
Kulmungri PDC,815314
Dhuraita PDC,815315
Pobi PDC,815315
Bairiabad PDC,815316
Dwarpahari PDC,815316
Handadih PDC,815316
Karma PDC,815316
Pesham PDC,815316
Bangrakala PDC,825324
Khairidih PDC,825324
Arjuwa PDC,829121
Chandipur PDC,829121
Argamo PDC,829144
Potso PDC,829144
Bishunpur PDC,825108
Chilga PDC,825108
Khudisar PDC,825108
Palganj PDC,825108
Sobaranpur PDC,825108
Barotand PDC,825412
Bhandaro PDC,825412
Hemrodih PDC,825412
Sapamaran PDC,825412
Khatauri PDC,825412
Lukapara PDC,496554
Manikpur PDC,496554
Nadigaon PDC,496554
Panchdhar PDC,496554
Rissora PDC,496554
Dolesara PDC,496107
Hamirpur PDC,496107
Padigaon PDC,496107
Jambahar PDC,496227
Piprod PDC,493661
Tamaseoni PDC,493661
Chhatera PDC,493441
Farfod PDC,493441
Gaurbhat PDC,493441
Bhurkoni PDC,493449
Bundeli PDC,493449
Kasibahra PDC,493449
Khatti PDC,493449
Mongrapali PDC,493449
Mungaser PDC,493449
Samhar PDC,493449
Madhi PDC,493116
Manohara PDC,493116
Pathari PDC,493116
Raseda PDC,493332
Ganekera PDC,493554
Durugpali PDC,493554
Bijradih PDC,493118
Koliha PDC,493118
Singarpur PDC,493118
Nagarda PDC,493338
Parsadih PDC,493338
Tundri PDC,493338
Tarpongi PDC,493221
Kotigaon PDC,493996
Lohjhar PDC,493996
Ranipartewa PDC,493996
Rasela PDC,493996
Charoda PDC,493996
Gaidabri PDC,493996
Semhara PDC,493996
Birodar PDC,493996
Khoksara PDC,493890
Mungijhar PDC,493890
Sinapali PDC,493890
Sitlijor PDC,493890
Achhota PDC,493773
Chhuhi PDC,493773
Karaiha PDC,493773
Kukrel PDC,493773
Kalartarai PDC,493773
Madanpur PDC,493889
Maroda PDC,493889
Boirgaon PDC,493889
Kesda PDC,493113
Bhatbhera PDC,493195
Suhela PDC,493195
Barnaidadar PDC,493555
Patharla PDC,493555
Tarekela PDC,493555
Mohtara PDC,493335
Sinodha PDC,493335
Hasuwa PDC,493344
Matia PDC,493344
Mohtara PDC,493344
Bana PDC,493225
Kathiai PDC,493225
Khauna PDC,493225
Kosrangi PDC,493225
Raikhera PDC,493225
Bagod PDC,493663
Bhatagaon PDC,493663
Kandel PDC,493663
Marod PDC,493663
Seonikala PDC,493663
Sirri PDC,493663
Kulhadi PDC,493663
Bagbuda PDC,493526
Dharashiv PDC,493526
Lahod PDC,493526
Belardona PDC,493662
Birjhuli PDC,493662
Girod PDC,493662
Kundel PDC,493662
Mohdi PDC,493662
Sargi PDC,493662
Belsonda PDC,493445
Khatti PDC,493445
Pacheda PDC,493445
Malidih PDC,493445
Tumgaon PDC,493445
Bodrabandha PDC,493445
Machewa PDC,493445
Gaurgaon PDC,493888
Gona PDC,493888
MainpurII PDC,493889
Shobha PDC,493888
Mohanda PDC,493888
Achchha-Chhadka PDC,493888
Kuchenga PDC,493888
Rakhi PDC,492018
Mohdi PDC,493111
Nagargaon PDC,493111
Nardaha PDC,493111
Godhi PDC,492101
Belar Bahra PDC,493778
Belar Bazar PDC,493778
Dongardulla PDC,493778
Rajpur PDC,493778
Sankra PDC,493778
Banspani PDC,493778
Kattigaon PDC,493778
Deori PDC,493114
Deosundra PDC,493228
Konari PDC,493228
Rohansi PDC,493228
Sasaha PDC,493228
Sonardeori PDC,493228
Borsi PDC,493992
Deori PDC,493992
Kondkera PDC,493992
Sarkada PDC,493992
Chhuiha PDC,493992
Baya PDC,493551
Kishanpur PDC,493551
Patewa PDC,493551
Godbahal PDC,493551
Sinodha PDC,493551
Darra PDC,493885
Nagarda PDC,492112
Rikokala PDC,492112
Bhawarpur PDC,493558
Gerra PDC,493558
Kendudhar PDC,493558
Khoksa PDC,493558
Kisdi PDC,493558
Paikin PDC,493558
Kutela PDC,493558
Amodi PDC,493559
Bamhanpuri PDC,493559
Manpasar PDC,493559
Pandripali PDC,493559
Bishrampur PDC,493101
Bijradih PDC,493229
Jara PDC,493229
Sundrawan PDC,493229
Mandoli Saboli PDC,110093
New Usmanpur PDC,110053
Ghazipur PDC,110096
Jagatpur PDC,110084
Nangal Poona PDC,110036
Auchandi PDC,110039
Ghoga PDC,110039
Hareveli PDC,110039
Qutabagarh PDC,110039
Jaunti PDC,110081
Rani Khera PDC,110081
Bankner PDC,110040
Shalamar PDC,110088
Village Tugalkabad PDC,110044
Sahpurjat PDC,110049
Rajokari PDC,110038
Jaunapur PDC,110047
CSKM School PDC,110074
Chandanhoola PDC,110074
Sanjay Colony Bhati Mines PDC,110074
Kangan Heri PDC,110071
Jharoda Kalan PDC,110072
Baprola PDC,110043
Pandwala Kalan PDC,110043
Papravat PDC,110043
Rewla Khanpur PDC,110043
Indira Park PDC,110045
Issapur PDC,110073
Matiala PDC,110059
Peeragarhi PDC,110087
Bakkarwala PDC,110041
Hirankudna PDC,110041
Ranhola PDC,110041
Bhat PDC,382210
Kasindra PDC,382210
Sanathal PDC,382210
Bhuvaldi PDC,382430
Zanu PDC,382430
Chamla PDC,382433
Chandial PDC,382433
Kaniyel PDC,382433
Ranodra PDC,382433
Undrel PDC,382433
Bilasia PDC,382330
Vehlal PDC,382330
Mahijada PDC,382425
Miroli PDC,382425
Timba PDC,382425
Lambha PDC,382405
Vasan PDC,385001
Ratanpur Lokniketan PDC,385001
Jagana PDC,385001
Hadad PDC,385110
Ranpur PDC,385110
Sembalpani PDC,385110
Balodhan PDC,385320
Ruvel PDC,385320
Tervada PDC,385320
Uchosan PDC,385320
Lorwada PDC,385530
Nesdajuna PDC,385530
Kushkal PDC,385510
Vaghrol PDC,385510
Majadar PDC,385210
Pirojpura PDC,385210
Bhatamalmoti PDC,385010
Saghankshetra PDC,385010
Jitpur PDC,385120
Kukadi PDC,385120
Kundel PDC,385120
Mumanvas PDC,385120
Pethapur PDC,385120
Sandhosi PDC,385120
Bhesana PDC,385330
Jada PDC,385330
Vatamjuna PDC,385330
Vinchhivadi PDC,385310
Zenal PDC,385310
Karbun PDC,385566
Vaghasan PDC,385566
Antrol PDC,385566
Kuda PDC,385535
Malgadh PDC,385535
Samau PDC,385535
Vasana Vatam PDC,385535
Velavapura PDC,385535
Vithodar PDC,385535
Sasam PDC,385515
Balundra PDC,385135
Sarotra PDC,385135
Jhabadia PDC,385540
Khardosan PDC,385540
Anapur Chhota PDC,385545
Bhadli Jhat PDC,385545
Gundri PDC,385545
Panthawada PDC,385545
Bukoli PDC,385550
Kakar PDC,385550
Kunvarva PDC,385550
Padardi PDC,385550
Umbari PDC,385550
Zalmor PDC,385550
Kumbharkha PDC,385570
Radosan PDC,385570
Nathpura PDC,385555
Asodar PDC,385565
Changda PDC,385565
Jamda PDC,385565
Kamali PDC,385565
Khoda PDC,385565
Malupur PDC,385565
Piluda PDC,385565
Sanavia PDC,385565
Vadgamda PDC,385565
Padar PDC,385560
Baiyak PDC,385575
Bukna PDC,385575
Dethli PDC,385575
Ranoda PDC,382225
Dadusar PDC,382225
Ambareli PDC,382225
Siawada PDC,382225
Sathal PDC,382225
Khambhada PDC,382450
Navda PDC,382450
Valhia PDC,382450
Bhayla PDC,382220
Daran PDC,382220
Dehgamda PDC,382220
Juval PDC,382220
Kocharia PDC,382220
Rajoda PDC,382220
Rupal PDC,382220
Otaria PDC,382463
Vasna  Chacharvadi PDC,382213
Jalisana PDC,382120
Sangpura PDC,382120
Adval PDC,382460
Khadol PDC,382460
Khun PDC,382455
Gamph PDC,382465
Kasindra PDC,382465
Panchham PDC,382465
Pipli PDC,382465
Bhoyani PDC,382145
Telavi PDC,382145
Simej PDC,382265
Arnej PDC,382230
Bagodara PDC,382230
Durgi PDC,382230
Jakhada PDC,382230
Mithapur PDC,382230
Shiyal PDC,382230
Dhedasana PDC,382130
Kunpur PDC,382130
Malanpur PDC,382130
Nana Ubhada PDC,382130
Navagam PDC,382130
Nayakpur PDC,382130
Rakhiana PDC,382130
Ribadi PDC,382130
Jeska PDC,382250
Unchadi PDC,382250
Ghatisana PDC,382140
Kanz PDC,382140
Kointia PDC,382140
Panar PDC,382140
Ukardi PDC,382140
Devaliya PDC,382245
Dharpipla PDC,382245
Galsana PDC,382245
Umrela PDC,382245
Goraj PDC,382110
Makhiav PDC,382110
Mankol PDC,382110
Moti  Kishol PDC,382110
Chandranagar PDC,382150
Hirapura PDC,382150
Kankravadi PDC,382150
Kokta PDC,382150
Zezra PDC,382150
Dodar PDC,382170
Kalana PDC,382170
Dantali PDC,382122
Vavol PDC,382016
Kolavada PDC,382028
Kasturba Vidyalaya PDC,382426
Sargasan PDC,382419
Ghamij PDC,382308
Kanipur PDC,382308
Vasna  Sogthi PDC,382308
Gota PDC,382481
Chandrala PDC,382321
Chekhala Pagi PDC,382321
Dhanap PDC,382355
Shahpur PDC,382355
Shiholi Moti PDC,382355
Bardolikoti PDC,382305
Jalia No Math PDC,382305
Mota Jalundra PDC,382305
Sanoda PDC,382305
Vasna Rathod PDC,382305
Ramol PDC,382449
Lihoda PDC,382315
Piplaj PDC,382315
Rakhial PDC,382315
Shilaj PDC,380059
Vasan PDC,382650
Limbodra PDC,382650
Bhoyan Rathod PDC,382422
Pundrasan PDC,382422
Palsana PDC,382725
Hajipur PDC,382725
Balva PDC,382650
Piyaj PDC,382725
Saij PDC,382725
Delvada PDC,382810
Solaiya PDC,382810
Varsoda PDC,382835
Badpura PDC,382845
Jamla PDC,382735
Khoraj PDC,382735
Dingucha PDC,382740
Isand PDC,382740
Dholasan PDC,384455
Deloli PDC,384410
Rantej PDC,384410
Dethali PDC,384415
Kalri PDC,384415
Khambhel PDC,384415
Bokarwada PDC,384120
Jetalvasana PDC,384120
Juni Sedhavi PDC,384450
Malosan PDC,384515
Bhesana PDC,384421
Diwanpura PDC,384421
Lachhadi PDC,384305
Kundal PDC,384440
Nagrasan PDC,384440
Rajpur PDC,384440
Sadra PDC,384440
Rangpurda PDC,384440
Machhava PDC,384130
Mandali PDC,384130
Bavlu PDC,384445
Jeshangpura PDC,384445
Kolad PDC,384445
Balad PDC,384325
Davol PDC,384325
Mandropur PDC,384325
Kelisana PDC,384530
Kharod PDC,384540
Charadu PDC,384465
CHHATHIARDA PDC,384005
Martoli PDC,384430
Fudeda PDC,384560
Bhalusana PDC,384330
Mothibhalu PDC,384330
Sartanpur PDC,384330
Unad PDC,384335
Umari PDC,384340
Hajipur PDC,384170
Karli PDC,384170
Padharia PDC,384565
Pedhamali PDC,384570
Ransipur PDC,384570
Denap PDC,384315
Dharpur PDC,384266
Pachakvada PDC,384266
Dhanawada PDC,384266
Kalyana PDC,384266
Rampura PDC,384266
Dhanodharda PDC,384220
Jakhana PDC,384220
Chaveli PDC,384225
Danodarda PDC,384225
Boratwada PDC,384240
Kathi PDC,384240
Ravad PDC,384240
Ravindra PDC,384240
Roda PDC,384240
Vejawada PDC,384240
Khari Ghariayal PDC,384220
Tambolia PDC,384230
Kureja PDC,384255
Palasar PDC,384229
Memna PDC,384241
Arjansar PDC,385340
Kamalpur D PDC,385340
Ganget PDC,384275
Sander PDC,384275
Daudpur PDC,384245
Dudkha PDC,384245
Gajdinpura PDC,384245
Gujarwada PDC,384245
Mandvi PDC,384245
Varana PDC,384245
Bolera PDC,384246
Dhanora PDC,384246
Dhokavada PDC,385350
Piprana PDC,385350
Vahuva PDC,385350
Sedrana PDC,384151
Chhamichha PDC,384221
Abiyana PDC,385360
Agichana PDC,385360
Dholakda PDC,385360
Chhansara PDC,385360
Melusan PDC,384285
Vahana PDC,384285
Jambudi PDC,383002
Berna PDC,383002
Navalpur PDC,383002
Hapa PDC,383002
Agiol PDC,383002
Bhanpur PDC,383410
Ganthiol PDC,383410
Goral PDC,383410
Himmatpur PDC,383240
Punasan PDC,383240
Bibinivav PDC,383325
Choila PDC,383325
Dakhneshwar PDC,383325
Bhutavad PDC,383245
Chunakhan PDC,383245
Lilchha PDC,383245
Narsoli PDC,383245
BolundraR PDC,383421
Sabli PDC,383421
Kabso PDC,383225
Rampura Kampa PDC,383330
Hirapur PDC,383310
Khadol PDC,383310
Shantipura PDC,383310
Ujleshvar PDC,383310
Sarsoli PDC,383335
Dhundhar PDC,383030
Manorpur PDC,383030
Lavari PDC,383305
Nana Chekhla PDC,383305
Limbhoi PDC,383430
Umedpura PDC,383430
Kanda PDC,383220
Dungri PDC,383110
Rudardi PDC,383110
Bhutiya PDC,383440
Choriwad PDC,383440
Juna Chamu PDC,383440
Kalvan PDC,383440
Kathvavdi PDC,383440
Pratapgadh Kampa PDC,383440
Nichi Dhanal PDC,383255
Valaran PDC,383255
Zanzva panai PDC,383255
Baleta PDC,383462
Chithoda PDC,383462
Tandaliya PDC,383275
Moti Chinchano PDC,383316
Banthiwada PDC,383350
Kasana PDC,383350
Moti Moydi PDC,383350
Panchal PDC,383350
Ramgadhi PDC,383350
Valuna PDC,383350
Dugarvada PDC,383315
Ajavas PDC,383422
Ghadkan PDC,383205
Poglu PDC,383205
Dan Mahudi PDC,383270
Matoda PDC,383270
Nana Sembalia PDC,383270
Ratanpur PDC,383270
Rajendranagar PDC,383276
Vagdi PDC,383276
Gadhada PDC,383320
Indran PDC,383340
Nikoda PDC,383210
Ambabar PDC,383246
Chamthan PDC,383246
Chorimala PDC,383246
Kanadar PDC,383246
Kundol Pal PDC,383246
Raisingpur PDC,383246
Boria Bechraji PDC,383215
Jorajini Muvadi PDC,383215
Kherol PDC,383215
Mahiyal PDC,383215
Salatpur PDC,383215
Kudol PDC,383250
Kushki PDC,383250
Sunokh PDC,383250
Vanzar PDC,383250
Masal PDC,383230
Virpur PDC,383230
Asai PDC,383235
Dhamadi Gadu PDC,383235
Dobhada PDC,383235
Hatharva PDC,383235
Hathoj PDC,383235
Likhi PDC,383010
Virpur PDC,383010
Kanpur PDC,383450
Sunsar PDC,383450
Kava PDC,383434
Bhankhara PDC,383460
Kelava PDC,383460
Sarsav PDC,383460
Vasai PDC,383460
Rangpur PDC,365601
Vathalpur K PDC,365601
Gavdka PDC,365610
Jaliya PDC,365610
Sanosara PDC,365610
Taraktalv PDC,365610
Tarvada PDC,365610
Khambhala PDC,365421
Lunki PDC,365421
Adsang PDC,364522
Ambardi J PDC,364522
Luvara PDC,364522
Junihaliyad PDC,365440
Samdhiyala PDC,365440
Kerala S PDC,365440
Lunghiya PDC,365645
Dhargni PDC,365630
Sajiyavadar PDC,365630
Sarmbhda PDC,365630
Dharai PDC,365410
Motadevaliya PDC,365410
Tramboda PDC,365410
Vavdi D PDC,365410
Shekhpipariya PDC,365435
Virpur PDC,365435
Ankadianana PDC,365620
Randhiya PDC,365620
Bhalvav PDC,365220
Dhangla PDC,365220
Khara PDC,365220
Panchtalvda PDC,365220
Sarakadiya PDC,365550
Gigasan PDC,365640
Govindpur PDC,365640
Kotha Pipariya PDC,365640
Chanch PDC,365555
Dantardi PDC,365555
Mandal PDC,365555
Morangi PDC,365555
Babarkot PDC,365540
Vadhera PDC,365540
Amrutvel PDC,364521
Borala PDC,364521
Khadkala PDC,364521
Borala PDC,365650
Pipalva PDC,365650
Amarpur PDC,365450
Barvalabavishi PDC,365450
Haripura PDC,365430
Khjadia RS PDC,365430
Matirala PDC,365430
Pipalva PDC,365430
Amba PDC,365535
Sajnatimba PDC,365535
Saladi PDC,365535
Krankach PDC,365535
Bambhaniya PDC,365460
Devgam PDC,365460
Vankiya PDC,365635
Kagvadar PDC,365730
Barpatoli PDC,365560
Khakhbai PDC,365560
Dhar PDC,364515
Karjala PDC,364515
Kalmood PDC,585313
Okali PDC,585313
Rajnal PDC,585313
Jawalga J PDC,585314
Rudrawadi PDC,585314
Bablad PDC,585316
Lad Mugali PDC,585316
Madiyal PDC,585236
Ningadahalli PDC,585236
Hoolagera PDC,585322
Halchera PDC,585324
Kudhalli PDC,585324
Hangarga B PDC,585325
Wastari PDC,585310
Diggi PDC,585287
Birnoor PDC,585304
Laxmipur PDC,585304
Kardal PDC,585211
Satnoor PDC,585211
Budnoor PDC,585309
Chintakunta PDC,585214
Kakalwar PDC,585214
Kanagadda PDC,585214
Keshwar PDC,585214
Motanhalli PDC,585214
Arkera J PDC,585216
Hadnoor PDC,585216
Malla B PDC,585216
Bappargi PDC,585237
Bachimatti PDC,585290
Godihal PDC,585290
Kavadimatti PDC,585224
Konhal PDC,585290
Mangalore PDC,585224
Shelgi PDC,585224
Sugur PDC,585224
Kalebelgundi PDC,585315
Yelsetti PDC,585315
TOTLOOR PDC,585315
Bheeranhalli PDC,585317
Tengli PDC,585317
Konapur PDC,585318
Lingampalli PDC,585318
Motakpalli PDC,585318
Chatnalli PDC,585319
Tadibidi PDC,585319
Kanganhalli PDC,585218
Kollur PDC,585218
Sannati PDC,585218
Sugur PDC,585218
Yagapur PDC,585218
Yergol PDC,585218
Chintanpalli PDC,585320
Habal PDC,585320
Koradampalli PDC,585320
Jamalapur PDC,585291
Kamanatagi PDC,585291
Anpur PDC,585321
Chinnakar PDC,585321
Gunjanur PDC,585321
Kandkur PDC,585321
Yempad PDC,585321
Belgumpa PDC,585221
Malhar PDC,585221
Shettihalli PDC,585221
Goudampalli PDC,585222
Kalkham PDC,585222
Kodla PDC,585222
Ekchinti PDC,585223
Hurusgundagi PDC,585223
Ibrahimpur PDC,585223
Bilhar PDC,585355
Tumkur PDC,585355
Sulhalli PDC,585225
Koilur PDC,585202
Mudnal PDC,585202
Ullesugur PDC,585202
Workanhalli PDC,585202
Katenhalli PDC,581110
Nelogal PDC,581110
Maranbid PDC,581101
Andalagi PDC,581203
Bisalalli PDC,581106
Masanagi PDC,581106
Karur PDC,581145
Belivigi PDC,581108
Chikkamagnur PDC,581208
Kunchur PDC,581208
Gondi PDC,581104
Karagudri PDC,581199
Masanakatti PDC,581199
Hirekonati PDC,581109
Kod PDC,581109
Kummur PDC,581109
Yettinahalli PDC,581109
Kalagonda PDC,581111
Halagi PDC,581213
Handiganur PDC,581213
Kittur PDC,581213
Konanatambigi PDC,581213
Karadagi PDC,581126
Kyalakonda PDC,581126
Shishuvinhal PDC,581126
Makanur PDC,581123
Nagavand PDC,581210
Haranagiri PDC,581115
Kajjari PDC,581115
Kudapali PDC,581115
Wardi PDC,581148
Hattimattur PDC,581118
Hiremaralihalli PDC,581118
Kurubaramallur PDC,581118
Bannur PDC,581205
Kabanur PDC,581205
Niralagi PDC,581205
Sudambi PDC,581120
Kuppelur PDC,581119
Malanayakanhalli PDC,581119
Nittur PDC,581119
Kalledevaru PDC,581198
Algeri PDC,581314
Sunksal PDC,581314
Gopshitta PDC,581317
Hattikeri PDC,581316
Ulga PDC,581328
Kinnar PDC,581339
Siddar PDC,581339
Mallapur PDC,581400
Belambar PDC,581353
Belse PDC,581357
Hanehalli PDC,581319
Nadumaskeri PDC,581319
Jali PDC,581320
Konalli PDC,581323
Aghanashini PDC,581351
Chikkankod PDC,581361
Kavalakki PDC,581361
Hosakuli PDC,581334
Mugva PDC,581334
Valki PDC,581335
Bengre PDC,581421
Bengre Ulman PDC,581421
Ternamakki PDC,581421
Vandur PDC,581341
Apsarkonda PDC,581342
Kasarkod Tonka PDC,581342
Handigon PDC,581362
Gundbala PDC,581344
Divgi PDC,581440
Alvekodi(BKTL) PDC,581354
Katgar PDC,581354
Arkera PDC,584111
Kelagina Irabgera PDC,584111
Kopparu PDC,584111
Kothadoddi PDC,584111
Huda PDC,584167
Salgunda PDC,584167
Uppal PDC,584167
Maladakal PDC,584113
Gandhal PDC,584140
